target_pref_name,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,standard_value_transformed
Replicase polyprotein 1ab,CHEMBL1422849,CCN1CCN(C(c2ccc(C(F)(F)F)cc2)c2ccc3cccnc3c2O)CC1,active,415.4590000000002,4.686100000000005,1.0,4.0,6.823908740944319
Replicase polyprotein 1ab,CHEMBL284861,Cn1sc(=O)n(Cc2ccccc2)c1=O,active,222.26900000000003,0.6567999999999999,0.0,5.0,6.853871964321762
Replicase polyprotein 1ab,CHEMBL3963349,COC(=O)CC[C@H](NC(=O)[C@H](CC(=O)OC)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)OC)C(=O)CF)C(C)C,active,668.6720000000001,0.0098000000000066,4.0,12.0,8.0
Replicase polyprotein 1ab,CHEMBL3797437,Oc1cc2c(cc1C(c1ccc(C(F)(F)F)cc1)N1CCOCC1)OCO2,active,381.35000000000025,3.561300000000003,1.0,5.0,6.267606240177032
Replicase polyprotein 1ab,CHEMBL289356,Sc1nnc(Nc2ccccc2)s1,active,209.299,2.5704,2.0,5.0,6.4089353929735005
Replicase polyprotein 1ab,CHEMBL1725120,Cc1ccc(C)c(-n2sc3cc(F)ccc3c2=O)c1,active,273.332,3.8081400000000025,0.0,3.0,7.698970004336019
Replicase polyprotein 1ab,CHEMBL1356238,[O-][n+]1ccccc1S,active,127.168,0.6087000000000002,1.0,2.0,7.301029995663981
Replicase polyprotein 1ab,CHEMBL105712,O=C(CCl)c1ccccc1,active,154.596,2.1081,0.0,1.0,6.721246399047171
Replicase polyprotein 1ab,CHEMBL508112,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,active,332.50000000000006,5.705400000000002,0.0,6.0,6.795880017344075
Replicase polyprotein 1ab,CHEMBL1397952,CCOc1cc(C(Nc2cc(C)ccn2)c2ccc3cccnc3c2O)ccc1OC,active,415.49300000000017,5.252620000000006,2.0,6.0,6.568636235841013
Replicase polyprotein 1ab,CHEMBL192627,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,active,245.876,2.5166,0.0,2.0,7.698970004336019
Replicase polyprotein 1ab,CHEMBL1917204,Cc1ccc(-n2sc(=O)n(Cc3ccc(F)cc3)c2=O)cc1,active,316.357,2.556520000000001,0.0,5.0,6.823908740944319
Replicase polyprotein 1ab,CHEMBL1200930,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+],active,381.4330000000001,-0.3774799999999989,0.0,5.0,6.130768280269024
Replicase polyprotein 1ab,CHEMBL1475252,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2n1,active,346.4120000000001,2.29474,1.0,6.0,6.013228265733755
Replicase polyprotein 1ab,CHEMBL406050,CCC(C)SSc1ncc[nH]1,active,188.32100000000003,2.948500000000001,1.0,3.0,6.853871964321762
Replicase polyprotein 1ab,CHEMBL1255778,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,active,293.707,-1.3344000000000007,7.0,7.0,6.853871964321762
Replicase polyprotein 1ab,CHEMBL388676,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,active,300.59399999999994,2.9135000000000018,0.0,3.0,6.173925197299173
Replicase polyprotein 1ab,CHEMBL3348861,O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@H]1O,active,320.253,0.8919000000000001,6.0,8.0,6.7447274948966935
Replicase polyprotein 1ab,CHEMBL1917204,Cc1ccc(-n2sc(=O)n(Cc3ccc(F)cc3)c2=O)cc1,active,316.357,2.556520000000001,0.0,5.0,6.638272163982407
Replicase polyprotein 1ab,CHEMBL403183,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,active,207.254,1.806,0.0,3.0,6.086186147616283
Replicase polyprotein 1ab,CHEMBL1161936,O=C(O)c1ccc(SSc2ccc(C(=O)O)cn2)nc1,active,308.34,2.672400000000001,2.0,6.0,6.619788758288394
Replicase polyprotein 1ab,CHEMBL120563,CN(C)C(=S)SSC(=S)N(C)C,active,240.444,2.0608,0.0,4.0,7.301029995663981
Replicase polyprotein 1ab,CHEMBL51085,O=c1c2ccccc2[se]n1-c1ccccc1,active,274.181,2.0477,0.0,2.0,7.522878745280337
Replicase polyprotein 1ab,CHEMBL1188627,C/N=c1/nc(-c2ccccc2)n(-c2ccccc2)s1,active,267.357,3.1313000000000013,0.0,4.0,6.008773924307505
Replicase polyprotein 1ab,CHEMBL510038,Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,active,261.313,1.6362,1.0,9.0,7.522878745280337
Replicase polyprotein 1ab,CHEMBL964,CCN(CC)C(=S)SSC(=S)N(CC)CC,active,296.5520000000001,3.621200000000002,0.0,4.0,6.657577319177793
Replicase polyprotein 1ab,CHEMBL1474701,O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc21,active,284.314,3.282000000000002,0.0,2.0,6.619788758288394
Replicase polyprotein 1ab,CHEMBL1408862,O=[N+]([O-])C(Br)(CO)CO,active,199.988,-0.6611,2.0,4.0,6.376750709602099
Replicase polyprotein 1ab,CHEMBL4303595,O=C1C=Cc2cc(Br)ccc2C1=O,active,237.052,2.2277,0.0,2.0,6.795880017344075
Replicase polyprotein 1ab,CHEMBL571700,CN(C)C(=S)SC(=S)N(C)C,active,208.377,1.4126,0.0,3.0,6.026872146400302
Replicase polyprotein 1ab,CHEMBL472940,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,active,350.46400000000006,6.203600000000003,2.0,4.0,6.292429823902063
Replicase polyprotein 1ab,CHEMBL1374426,CCC(=O)OCN1C(=O)C=CC1=O,active,183.163,-0.1779000000000001,0.0,4.0,6.537602002101044
Replicase polyprotein 1ab,CHEMBL518800,CC[C@H](CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,active,431.54400000000015,4.264100000000004,3.0,8.0,6.075720713938118
Replicase polyprotein 1ab,CHEMBL596674,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,active,331.45900000000006,5.323200000000005,0.0,2.0,6.236572006437063
Replicase polyprotein 1ab,CHEMBL164,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,active,318.237,1.6935999999999998,6.0,8.0,6.3979400086720375
Replicase polyprotein 1ab,CHEMBL270299,CC(C)(C)c1ccc(S(=O)(=O)/C=C/C#N)cc1,active,249.335,2.7950800000000013,0.0,3.0,6.075720713938118
Replicase polyprotein 1ab,CHEMBL4303312,Oc1c(I)cc(I)c(O)c1I,active,487.8,2.9115999999999995,2.0,2.0,6.481486060122113
Replicase polyprotein 1ab,CHEMBL4303361,Oc1cc(CNC(=S)/C=C/c2cc(O)c(O)c(Br)c2)cc(O)c1O,active,412.2610000000001,3.1075000000000017,6.0,6.0,6.318758762624412
Replicase polyprotein 1ab,CHEMBL4303622,N#CSc1cc(SC#N)c(N)nc1N,active,223.286,1.3923600000000005,2.0,7.0,6.3872161432802645
Replicase polyprotein 1ab,CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,active,458.37500000000017,2.233199999999999,8.0,11.0,6.142667503568732
Replicase polyprotein 1ab,CHEMBL1591074,c1ccc2sc(SNC3CCCCC3)nc2c1,active,264.4189999999999,4.2257000000000025,1.0,4.0,6.113509274827518
Replicase polyprotein 1ab,CHEMBL465704,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,active,516.5830000000002,4.452000000000001,6.0,8.0,6.080921907623926
Replicase polyprotein 1ab,CHEMBL2107818,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,active,750.7580000000003,0.3898000000000018,7.0,15.0,6.236572006437063
Replicase polyprotein 1ab,CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,active,270.24,2.576800000000001,3.0,5.0,7.698970004336019
Replicase polyprotein 1ab,CHEMBL508280,O=[N+]([O-])c1cnc(Sc2nnc(O)n2-c2ccc3c(c2)OCCO3)s1,active,379.3790000000002,2.26,1.0,11.0,6.522878745280337
Replicase polyprotein 1ab,CHEMBL5314363,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl.Cl.O,active,358.265,2.868800000000004,2.0,3.0,6.2839966563652006
Replicase polyprotein 1ab,CHEMBL477197,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,active,302.2820000000001,1.3204999999999991,5.0,6.0,6.657577319177793
Replicase polyprotein 1ab,CHEMBL1449651,N.S=C(S)N1CCCC1,active,164.29899999999995,1.4589,2.0,2.0,6.6777807052660805
Replicase polyprotein 1ab,CHEMBL3545157,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1,active,334.40000000000003,3.2622000000000018,0.0,5.0,6.823908740944319
Replicase polyprotein 1ab,CHEMBL178459,Cc1c(-c2cnccn2)ssc1=S,active,226.351,3.3045100000000014,0.0,5.0,6.2076083105017466
Replicase polyprotein 1ab,CHEMBL1382627,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],active,357.14300000000003,1.4504,1.0,5.0,6.1249387366083
Replicase polyprotein 1ab,CHEMBL2316746,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,active,635.7870000000001,3.9719000000000015,4.0,8.0,7.026872146400302
Replicase polyprotein 1ab,CHEMBL213543,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,active,572.7030000000002,2.598600000000004,4.0,7.0,6.543633966870957
Replicase polyprotein 1ab,CHEMBL4796938,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,active,452.5550000000002,2.4466,4.0,4.0,7.853871964321762
Replicase polyprotein 1ab,CHEMBL4764751,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)c1cc2ccccc2[nH]1,active,464.4970000000001,1.8580000000000003,4.0,4.0,7.638272163982407
Replicase polyprotein 1ab,CHEMBL4857345,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,active,601.7450000000002,1.963100000000002,5.0,7.0,7.187086643357144
Replicase polyprotein 1ab,CHEMBL2402501,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,inactive,536.6540000000002,3.831100000000002,3.0,7.0,5.0
Replicase polyprotein 1ab,CHEMBL4868590,CC(C)(C)C(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,inactive,504.6720000000005,1.7758000000000016,3.0,5.0,5.0
Replicase polyprotein 1ab,CHEMBL92708,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,inactive,362.4700000000001,3.2014000000000014,2.0,4.0,5.0
Replicase polyprotein 1ab,CHEMBL4850298,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,active,403.47900000000016,1.5374,3.0,5.0,7.376750709602099
Replicase polyprotein 1ab,CHEMBL3559293,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,active,485.5590000000002,0.544700000000002,5.0,7.0,7.468521082957745
Replicase polyprotein 1ab,CHEMBL4518490,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,inactive,461.6030000000002,3.342200000000001,3.0,5.0,5.0
Replicase polyprotein 1ab,CHEMBL64925,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,inactive,475.6300000000002,3.5882000000000014,3.0,5.0,5.0
Replicase polyprotein 1ab,CHEMBL4777223,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)CO)cc12,active,472.54200000000026,0.8934000000000009,5.0,6.0,8.096910013008056
Replicase polyprotein 1ab,CHEMBL231813,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,inactive,679.8629999999999,2.4459000000000035,4.0,8.0,5.0
Replicase polyprotein 1ab,CHEMBL4852855,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,active,600.7570000000002,3.150100000000003,4.0,7.0,8.045757490560675
Replicase polyprotein 1ab,CHEMBL4796938,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,active,452.5550000000002,2.4466,4.0,4.0,7.275724130399211
Replicase polyprotein 1ab,CHEMBL4764751,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1cccc(F)c1)NC(=O)c1cc2ccccc2[nH]1,active,464.4970000000001,1.8580000000000003,4.0,4.0,7.397940008672037
Replicase polyprotein 1ab,CHEMBL4796938,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1,active,452.5550000000002,2.4466,4.0,4.0,7.508638306165727
Replicase polyprotein 1ab,CHEMBL3559293,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,active,485.5590000000002,0.544700000000002,5.0,7.0,7.508638306165727
Replicase polyprotein 1ab,CHEMBL92708,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,inactive,362.4700000000001,3.2014000000000014,2.0,4.0,4.971022294791222
Replicase polyprotein 1ab,CHEMBL3559293,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O,active,485.5590000000002,0.544700000000002,5.0,7.0,7.522878745280337
Replicase polyprotein 1ab,CHEMBL231813,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,inactive,679.8629999999999,2.4459000000000035,4.0,8.0,4.940436582098732
Replicase polyprotein 1ab,CHEMBL4868572,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,inactive,715.8779999999999,-0.9673999999999908,7.0,10.0,4.0
Replicase polyprotein 1ab,CHEMBL4859153,CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,inactive,744.8799999999998,-2.9962300000000006,10.0,11.0,4.0
Replicase polyprotein 1ab,CHEMBL4846937,CC[C@@H]1NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,inactive,713.862,-1.0692999999999926,7.0,10.0,4.0
Replicase polyprotein 1ab,CHEMBL4873791,C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H]([C@@H](C)O)NC1=O,inactive,717.8060000000002,-3.7638,9.0,12.0,4.0
Replicase polyprotein 1ab,CHEMBL4871930,CC(C)C[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC1=O,inactive,715.878,-0.9673999999999904,7.0,10.0,4.0
Replicase polyprotein 1ab,CHEMBL4855260,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,inactive,703.823,-2.6310999999999938,8.0,11.0,4.0
Replicase polyprotein 1ab,CHEMBL4864163,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC1=O,inactive,829.9819999999997,-2.594100000000004,9.0,12.0,4.0
Replicase polyprotein 1ab,CHEMBL4867088,CC[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,inactive,856.0199999999996,-2.0599,9.0,12.0,4.0
Replicase polyprotein 1ab,CHEMBL4872397,CC[C@@H]1NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,inactive,800.9399999999999,-2.5921999999999974,9.0,12.0,4.0
Replicase polyprotein 1ab,CHEMBL4851348,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC1=O,inactive,901.0609999999996,-3.0894000000000075,10.0,13.0,4.0
Replicase polyprotein 1ab,CHEMBL4851196,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,inactive,845.9809999999998,-3.621700000000005,10.0,13.0,4.0
Replicase polyprotein 1ab,CHEMBL4876522,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O,inactive,716.8620000000001,-0.3680999999999905,7.0,10.0,4.0
Replicase polyprotein 1ab,CHEMBL4858748,CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O,inactive,745.8639999999999,-2.3969299999999967,10.0,11.0,4.0
Replicase polyprotein 1ab,CHEMBL4848940,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC1=O,inactive,815.9549999999998,-2.984200000000005,9.0,12.0,4.0
Replicase polyprotein 1ab,CHEMBL4847752,NCCCC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC1=O,inactive,766.8819999999998,-2.961499999999992,9.0,12.0,4.0
Replicase polyprotein 1ab,CHEMBL4873945,CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,inactive,1451.678,-7.578129999999991,21.0,22.0,4.0
Replicase polyprotein 1ab,CHEMBL4846266,CC[C@@H]1NC(=O)[C@@H](N)CCNC(=O)[C@@H]2CSC(=N2)c2cccc(n2)C2=N[C@@H](CS2)C(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)(C)C)NC1=O,inactive,986.2359999999996,-1.3836999999999993,10.0,15.0,4.0
Replicase polyprotein 1ab,CHEMBL4877763,CC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccnc(C#N)c1)C(N)=O)C(C)(C)C,inactive,627.7470000000001,-1.2307199999999934,7.0,9.0,4.0
Replicase polyprotein 1ab,CHEMBL4877806,CC[C@H](NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(N)=O)C(C)(C)C,inactive,498.6250000000004,-0.8014999999999939,6.0,6.0,4.0
Replicase polyprotein 1ab,CHEMBL4873357,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CSCN1)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccnc(C#N)c1)C(N)=O,inactive,859.0239999999997,-2.9355200000000083,10.0,13.0,4.0
Replicase polyprotein 1ab,CHEMBL4875501,CC(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(C)C)[C@@H](C)O,inactive,1468.68,-8.351729999999966,23.0,21.0,4.1487416512809245
Replicase polyprotein 1ab,CHEMBL4877358,N=C(N/N=C/c1ccccc1O)c1nonc1NCNc1nonc1C(=N)N/N=C/c1ccccc1O,active,504.4710000000002,1.243439999999999,8.0,14.0,6.958607314841775
Replicase polyprotein 1ab,CHEMBL4869416,COc1cc(C(NC2=NC(=O)C(CC(=O)Nc3ccc(C(=O)O)cc3)S2)c2c(O)[nH]c(=O)[nH]c2=O)ccc1O,active,555.5250000000003,0.8869999999999985,7.0,10.0,6.346787486224656
Replicase polyprotein 1ab,CHEMBL4869416,COc1cc(C(NC2=NC(=O)C(CC(=O)Nc3ccc(C(=O)O)cc3)S2)c2c(O)[nH]c(=O)[nH]c2=O)ccc1O,active,555.5250000000003,0.8869999999999985,7.0,10.0,7.070581074285707
Replicase polyprotein 1ab,CHEMBL4877358,N=C(N/N=C/c1ccccc1O)c1nonc1NCNc1nonc1C(=N)N/N=C/c1ccccc1O,active,504.4710000000002,1.243439999999999,8.0,14.0,7.200659450546418
Replicase polyprotein 1ab,CHEMBL4848534,Cn1cc(SCC(=O)NCc2ccccc2)c2ccccc21,inactive,310.4220000000001,3.586800000000002,1.0,3.0,4.5699249444480605
Replicase polyprotein 1ab,CHEMBL4864930,Cn1cc(SCC(=O)N(Cc2ccccc2)Cc2ccccc2)c2ccccc21,inactive,400.54700000000014,5.499400000000005,0.0,3.0,4.910094888560602
Replicase polyprotein 1ab,CHEMBL4854494,COc1ccccc1CNC(=O)CSc1c[nH]c2ccc(Br)cc12,inactive,405.31700000000006,4.347500000000003,2.0,3.0,4.969805214643249
Replicase polyprotein 1ab,CHEMBL4852238,COc1ccccc1CNC(=O)CSc1c[nH]c2cc(Br)ccc12,inactive,405.31700000000006,4.347500000000003,2.0,3.0,4.999565922520682
Replicase polyprotein 1ab,CHEMBL4854368,CN(Cc1ccccc1)C(=O)CSc1c[nH]c2c(Br)cccc12,inactive,389.318,4.681100000000003,1.0,2.0,4.680061560019691
Replicase polyprotein 1ab,CHEMBL5179067,CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CCCCC2)C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NC2CC2)c1=O,active,585.7020000000002,2.565500000000002,4.0,8.0,6.7447274948966935
Replicase polyprotein 1ab,CHEMBL5208812,CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CC2)C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,active,593.6810000000004,2.4330000000000016,4.0,8.0,6.7447274948966935
Replicase polyprotein 1ab,CHEMBL5207860,O=C(/C=C/c1ccccc1)N[C@H](CC1CCCCC1)C(=O)N[C@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,active,572.7060000000004,3.0515000000000017,4.0,5.0,6.7447274948966935
Replicase polyprotein 1ab,CHEMBL5208812,CC(C)(C)OC(=O)Nc1cccn([C@H](CC2CC2)C(=O)N[C@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,active,593.6810000000004,2.4330000000000016,4.0,8.0,6.173925197299173
Replicase polyprotein 1ab,CHEMBL18786,CN(C)CCCSc1ccccc1NC(=O)/C=C/c1ccccc1,inactive,340.4920000000001,4.382300000000003,1.0,3.0,3.903333260024618
Replicase polyprotein 1ab,CHEMBL51085,O=c1c2ccccc2[se]n1-c1ccccc1,active,274.181,2.0477,0.0,2.0,6.173925197299173
Replicase polyprotein 1ab,CHEMBL9470,CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,inactive,288.29900000000004,2.1204000000000005,3.0,5.0,4.80271944187438
Replicase polyprotein 1ab,CHEMBL406050,CCC(C)SSc1ncc[nH]1,inactive,188.32100000000003,2.948500000000001,1.0,3.0,4.669789215428472
Replicase polyprotein 1ab,CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,active,270.24,2.576800000000001,3.0,5.0,6.026872146400302
Replicase polyprotein 1ab,CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,active,270.24,2.576800000000001,3.0,5.0,6.027001529984912
